timestamp,action,view,value
2025-03-11 10:31:54.271,Pan,Yellow1,"(176, 167)"
2025-03-11 10:31:54.401,Pan,Yellow1,"(174, 171)"
2025-03-11 10:31:54.628,End Pan,Yellow1,
2025-03-12 10:34:20.043,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.064,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.154,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.168,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.265,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.278,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.866,Wheel Scroll,Yellow2,delta=1
2025-03-12 10:34:20.886,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:20.974,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.010,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.015,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.020,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.030,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.609,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.629,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.655,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.732,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.768,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.773,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.778,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.788,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:21.902,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.206,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.320,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.340,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.364,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.370,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.374,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.719,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.738,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.891,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.910,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.935,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.940,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.945,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:22.969,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.193,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.306,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.327,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.354,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.359,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.384,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.389,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.393,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.415,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.739,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.892,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.913,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.940,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.945,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.970,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:23.975,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.214,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.369,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.390,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.417,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.422,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.447,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.453,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.457,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.479,Wheel Scroll,Yellow2,delta=-1
2025-03-12 10:34:24.484,Wheel Scroll,Yellow2,delta=-1
